Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BSCRO602-24_r_1.5_s_50_BSCRO602-24,BSCRO602-24,11350044,544,1185,1551,0.0,140.0,50.04448742746615,47.0
BSCRO614-24_r_1_s_100_BSCRO614-24,BSCRO614-24,12316191,1210,105,1551,0.0,177.0,114.38878143133462,130.0
BSCRO632-24_r_1.3_s_100_BSCRO632-24,BSCRO632-24,9261210,580,1026,1536,18.0,93.0,50.76171875,50.0
BSCRO661-24_r_1.3_s_50_BSCRO661-24,BSCRO661-24,2144660,891,836,1530,0.0,160.0,63.70196078431373,59.0
BSCRO607-24_r_1.5_s_100_BSCRO607-24,BSCRO607-24,10084091,829,279,1533,0.0,133.0,88.78277886497065,96.0
BSCRO613-24_r_1.3_s_100_BSCRO613-24,BSCRO613-24,10360358,673,19,1533,26.0,83.0,57.720156555772995,60.0
BSCRO594-24_r_1.3_s_50_BSCRO594-24,BSCRO594-24,8772770,1037,182,1551,0.0,185.0,87.14506769825918,94.0
BSCRO644-24_r_1_s_100_BSCRO644-24,BSCRO644-24,5551760,3993,112,1551,0.0,555.0,386.3539651837524,432.0
BSCRO589-24_r_1_s_100_BSCRO589-24,BSCRO589-24,6414253,497,715,1533,0.0,101.0,53.40117416829746,53.0
BSCRO627-24_r_1.3_s_50_BSCRO627-24,BSCRO627-24,5780221,329,47,1533,3.0,48.0,20.066536203522507,19.0
BSCRO624-24_r_1.5_s_50_BSCRO624-24,BSCRO624-24,7984916,875,372,1533,0.0,116.0,60.105675146771034,62.0
BSCRO608-24_r_1_s_100_BSCRO608-24,BSCRO608-24,11095168,298,29,1533,0.0,58.0,27.812133072407043,28.0
BSCRO627-24_r_1_s_50_BSCRO627-24,BSCRO627-24,5780221,467,47,1533,6.0,59.0,26.320939334637966,24.0
BSCRO587-24_r_1.3_s_100_BSCRO587-24,BSCRO587-24,6487099,227,3672,1533,2.0,45.0,21.28767123287671,21.0
BSCRO644-24_r_1.3_s_50_BSCRO644-24,BSCRO644-24,5551760,3764,112,1551,0.0,560.0,354.69439071566734,400.0
BSCRO621-24_r_1.5_s_50_BSCRO621-24,BSCRO621-24,3654238,10130,973,1536,0.0,1244.0,680.83984375,683.0
BSCRO659-24_r_1.5_s_50_BSCRO659-24,BSCRO659-24,5044683,466,728,1530,0.0,94.0,33.37843137254902,32.0
BSCRO630-24_r_1.3_s_50_BSCRO630-24,BSCRO630-24,10711920,493,1479,1536,18.0,74.0,38.5234375,37.0
BSCRO634-24_r_1.3_s_50_BSCRO634-24,BSCRO634-24,5202307,906,133,1536,0.0,149.0,70.78515625,66.0
BSCRO581-24_r_1_s_50_BSCRO581-24,BSCRO581-24,150,0,0,1533,0,0,0,0
BSCRO627-24_r_1.3_s_100_BSCRO627-24,BSCRO627-24,5780221,214,47,1533,0.0,37.0,17.297455968688844,15.0
BSCRO644-24_r_1.3_s_100_BSCRO644-24,BSCRO644-24,5551760,3544,112,1551,0.0,549.0,347.33462282398455,394.0
BSCRO650-24_r_1_s_100_BSCRO650-24,BSCRO650-24,5207652,320,0,1533,0.0,58.0,18.729941291585128,15.0
BSCRO650-24_r_1_s_50_BSCRO650-24,BSCRO650-24,5207652,508,0,1533,1.0,66.0,24.682974559686887,20.0
BSCRO620-24_r_1.5_s_100_BSCRO620-24,BSCRO620-24,9414388,386,759,1533,0.0,57.0,30.565557729941293,30.0
BSCRO623-24_r_1_s_50_BSCRO623-24,BSCRO623-24,2687018,18738,214,1536,0.0,2391.0,1333.66015625,1255.5
BSCRO653-24_r_1.3_s_50_BSCRO653-24,BSCRO653-24,5419061,7004,2586,1536,354.0,955.0,581.30078125,554.0
BSCRO633-24_r_1_s_100_BSCRO633-24,BSCRO633-24,8604949,248,0,1536,0.0,26.0,16.296875,17.0
BSCRO583-24_r_1.3_s_100_BSCRO583-24,BSCRO583-24,7425753,45,12,1536,0.0,16.0,3.98046875,3.0
BSCRO652-24_r_1.3_s_100_BSCRO652-24,BSCRO652-24,7474000,469,57,1530,0.0,70.0,39.71568627450981,43.0
BSCRO578-24_r_1.5_s_50_BSCRO578-24,BSCRO578-24,10690851,1789,120,1533,0.0,250.0,170.00978473581213,168.0
BSCRO646-24_r_1_s_50_BSCRO646-24,BSCRO646-24,7867038,1540,91,1551,0.0,203.0,142.5531914893617,153.0
BSCRO646-24_r_1.5_s_100_BSCRO646-24,BSCRO646-24,7867038,638,91,1551,0.0,180.0,68.88781431334623,67.0
BSCRO631-24_r_1.3_s_100_BSCRO631-24,BSCRO631-24,6671802,521,76,1536,0.0,73.0,49.25,49.0
BSCRO571-24_r_1.5_s_50_BSCRO571-24,BSCRO571-24,5991997,204,2225,1533,0.0,70.0,14.941291585127201,5.0
BSCRO654-24_r_1.5_s_100_BSCRO654-24,BSCRO654-24,6799098,432,41,1533,0.0,58.0,37.46183953033268,37.0
BSCRO656-24_r_1_s_100_BSCRO656-24,BSCRO656-24,10018978,333,59,1536,0.0,46.0,28.96484375,31.0
BSCRO596-24_r_1_s_100_BSCRO596-24,BSCRO596-24,9709643,244,756,1536,0.0,41.0,20.962890625,21.0
BSCRO588-24_r_1_s_100_BSCRO588-24,BSCRO588-24,5030327,1169,1511,1533,0.0,239.0,124.93737769080235,135.0
BSCRO629-24_r_1_s_50_BSCRO629-24,BSCRO629-24,8447574,1192,1900,1530,0.0,353.0,97.64901960784314,85.0
BSCRO587-24_r_1_s_100_BSCRO587-24,BSCRO587-24,6487099,325,3672,1533,2.0,69.0,33.651663405088065,35.0
BSCRO616-24_r_1.3_s_100_BSCRO616-24,BSCRO616-24,5823825,18530,412,1536,1.0,2178.0,1857.02734375,1899.5
BSCRO635-24_r_1.3_s_100_BSCRO635-24,BSCRO635-24,5512174,13790,1305,1536,1.0,1926.0,967.154296875,894.5
BSCRO660-24_r_1.3_s_50_BSCRO660-24,BSCRO660-24,2083285,287,466,1533,0.0,102.0,18.637964774951076,8.0
BSCRO615-24_r_1_s_100_BSCRO615-24,BSCRO615-24,8992549,4501,2821,1551,0.0,691.0,471.504835589942,501.0
BSCRO649-24_r_1.3_s_50_BSCRO649-24,BSCRO649-24,5351486,221,15,1530,0.0,172.0,5.886274509803922,1.0
BSCRO654-24_r_1_s_50_BSCRO654-24,BSCRO654-24,6799098,712,41,1533,0.0,92.0,46.71037181996086,44.0
BSCRO594-24_r_1.5_s_50_BSCRO594-24,BSCRO594-24,8772770,651,182,1551,0.0,147.0,51.379110251450676,45.0
BSCRO597-24_r_1.3_s_50_BSCRO597-24,BSCRO597-24,9617720,588,15,1551,0.0,110.0,52.83172147001934,51.0
BSCRO616-24_r_1.5_s_50_BSCRO616-24,BSCRO616-24,5823825,17278,412,1536,1.0,2189.0,1688.1171875,1796.0
BSCRO642-24_r_1_s_50_BSCRO642-24,BSCRO642-24,8556997,1094,637,1533,0.0,127.0,84.84148727984345,86.0
BSCRO590-24_r_1.5_s_50_BSCRO590-24,BSCRO590-24,10693226,640,1161,1533,0.0,102.0,61.136986301369866,63.0
BSCRO574-24_r_1_s_50_BSCRO574-24,BSCRO574-24,5234038,2064,1949,1533,0.0,310.0,179.13502935420743,187.0
BSCRO592-24_r_1.3_s_50_BSCRO592-24,BSCRO592-24,8364023,319,1278,1551,0.0,53.0,24.526112185686653,26.0
BSCRO647-24_r_1.3_s_100_BSCRO647-24,BSCRO647-24,6715303,395,1152,1551,0.0,74.0,34.23017408123791,35.0
BSCRO636-24_r_1.3_s_50_BSCRO636-24,BSCRO636-24,1231137,28157,169,1536,1.0,4096.0,1690.322265625,1388.5
BSCRO585-24_r_1.5_s_50_BSCRO585-24,BSCRO585-24,8059080,160,33,1536,0.0,34.0,11.078125,12.0
BSCRO615-24_r_1.3_s_100_BSCRO615-24,BSCRO615-24,8992549,3700,2821,1551,0.0,662.0,396.12379110251453,436.0
BSCRO607-24_r_1_s_100_BSCRO607-24,BSCRO607-24,10084091,1020,279,1533,0.0,133.0,106.36986301369863,108.0
BSCRO571-24_r_1.3_s_100_BSCRO571-24,BSCRO571-24,5991997,393,2225,1533,0.0,128.0,38.974559686888455,28.0
BSCRO581-24_r_1.3_s_100_BSCRO581-24,BSCRO581-24,150,0,0,1533,0,0,0,0
BSCRO655-24_r_1.5_s_50_BSCRO655-24,BSCRO655-24,6975097,1798,1955,1530,0.0,483.0,108.6156862745098,116.0
BSCRO645-24_r_1.3_s_50_BSCRO645-24,BSCRO645-24,8548831,537,60,1536,10.0,62.0,31.927734375,31.0
BSCRO595-24_r_1_s_50_BSCRO595-24,BSCRO595-24,8596467,6058,63,1536,0.0,736.0,544.90234375,543.0
BSCRO579-24_r_1_s_100_BSCRO579-24,BSCRO579-24,7140546,1184,1776,1533,0.0,334.0,121.84931506849315,114.0
BSCRO622-24_r_1.3_s_50_BSCRO622-24,BSCRO622-24,7063246,572,380,1536,0.0,71.0,37.25,35.0
BSCRO601-24_r_1.5_s_50_BSCRO601-24,BSCRO601-24,7164128,1195,83,1536,0.0,178.0,104.939453125,113.0
BSCRO609-24_r_1_s_50_BSCRO609-24,BSCRO609-24,3245783,42036,703,1536,3.0,5586.0,3488.521484375,3333.0
BSCRO610-24_r_1_s_100_BSCRO610-24,BSCRO610-24,6461489,123231,21683,1536,6.0,15483.0,9926.517578125,9626.0
BSCRO571-24_r_1_s_50_BSCRO571-24,BSCRO571-24,5991997,1216,2225,1533,0.0,205.0,104.74951076320939,109.0
BSCRO581-24_r_1.5_s_50_BSCRO581-24,BSCRO581-24,150,0,0,1533,0,0,0,0
BSCRO626-24_r_1.3_s_100_BSCRO626-24,BSCRO626-24,8000350,1049,11,1533,0.0,128.0,83.35029354207437,86.0
BSCRO610-24_r_1.3_s_100_BSCRO610-24,BSCRO610-24,6461489,122005,21683,1536,6.0,14686.0,9834.3984375,9575.0
BSCRO604-24_r_1.5_s_100_BSCRO604-24,BSCRO604-24,8697243,123,44,1551,0.0,43.0,11.843326885880078,9.0
BSCRO655-24_r_1.3_s_50_BSCRO655-24,BSCRO655-24,6975097,2396,1955,1530,0.0,594.0,151.3686274509804,149.0
BSCRO617-24_r_1_s_100_BSCRO617-24,BSCRO617-24,9242482,969,768,1533,0.0,159.0,102.34050880626224,96.0
BSCRO649-24_r_1.5_s_50_BSCRO649-24,BSCRO649-24,5351486,138,15,1530,0.0,110.0,3.4686274509803923,1.0
BSCRO625-24_r_1.5_s_100_BSCRO625-24,BSCRO625-24,4837921,320,150,1533,0.0,46.0,21.651663405088062,22.0
BSCRO650-24_r_1.3_s_100_BSCRO650-24,BSCRO650-24,5207652,317,0,1533,0.0,57.0,18.534246575342465,15.0
BSCRO577-24_r_1_s_50_BSCRO577-24,BSCRO577-24,7970150,31391,5690,1536,0.0,4117.0,2926.146484375,2902.5
BSCRO628-24_r_1.5_s_100_BSCRO628-24,BSCRO628-24,6102010,34487,1025,1536,0.0,5305.0,2570.91015625,2360.0
BSCRO584-24_r_1.5_s_50_BSCRO584-24,BSCRO584-24,3343924,432,1335,1536,0.0,91.0,23.349609375,20.0
BSCRO658-24_r_1.5_s_50_BSCRO658-24,BSCRO658-24,437908,21,172,1530,0.0,6.0,1.3450980392156864,0.0
BSCRO610-24_r_1.5_s_50_BSCRO610-24,BSCRO610-24,6461489,113602,21683,1536,6.0,13923.0,8765.193359375,8714.5
BSCRO617-24_r_1.3_s_50_BSCRO617-24,BSCRO617-24,9242482,1120,768,1533,9.0,165.0,103.89236790606654,98.0
BSCRO586-24_r_1_s_100_BSCRO586-24,BSCRO586-24,7377468,10656,5175,1536,0.0,1401.0,983.580078125,970.5
BSCRO651-24_r_1.5_s_100_BSCRO651-24,BSCRO651-24,8452001,355,462,1536,8.0,53.0,26.572265625,27.0
BSCRO665-24_r_1_s_100_BSCRO665-24,BSCRO665-24,7456382,1347,22,1533,0.0,170.0,117.42270058708415,118.0
BSCRO606-24_r_1.3_s_100_BSCRO606-24,BSCRO606-24,5356724,924,846,1533,0.0,122.0,89.95303326810176,90.0
BSCRO648-24_r_1.5_s_100_BSCRO648-24,BSCRO648-24,6583442,49,227,1536,0.0,8.0,2.72265625,2.0
BSCRO620-24_r_1_s_100_BSCRO620-24,BSCRO620-24,9414388,431,759,1533,0.0,57.0,33.917808219178085,32.0
BSCRO650-24_r_1.5_s_50_BSCRO650-24,BSCRO650-24,5207652,384,0,1533,0.0,64.0,19.285714285714285,16.0
BSCRO601-24_r_1.3_s_100_BSCRO601-24,BSCRO601-24,7164128,1208,83,1536,0.0,174.0,110.845703125,114.5
BSCRO599-24_r_1_s_50_BSCRO599-24,BSCRO599-24,231,0,0,1533,0,0,0,0
BSCRO577-24_r_1.3_s_50_BSCRO577-24,BSCRO577-24,7970150,30586,5690,1536,0.0,4084.0,2859.0546875,2844.5
BSCRO635-24_r_1.5_s_100_BSCRO635-24,BSCRO635-24,5512174,11739,1305,1536,0.0,1925.0,823.703125,756.5
BSCRO577-24_r_1.3_s_100_BSCRO577-24,BSCRO577-24,7970150,28601,5690,1536,0.0,4033.0,2800.02734375,2792.5
BSCRO600-24_r_1.5_s_50_BSCRO600-24,BSCRO600-24,6771994,7770,326,1536,0.0,1105.0,676.298828125,681.5
BSCRO664-24_r_1.3_s_100_BSCRO664-24,BSCRO664-24,7077985,750,2,1533,0.0,92.0,57.857142857142854,58.0
BSCRO611-24_r_1_s_100_BSCRO611-24,BSCRO611-24,6911640,1147,197,1533,0.0,133.0,89.3816046966732,87.0
BSCRO580-24_r_1.3_s_50_BSCRO580-24,BSCRO580-24,2691792,204,646,1533,0.0,57.0,18.301369863013697,16.0
BSCRO596-24_r_1.5_s_100_BSCRO596-24,BSCRO596-24,9709643,198,756,1536,0.0,36.0,17.3203125,17.0
BSCRO577-24_r_1.5_s_50_BSCRO577-24,BSCRO577-24,7970150,25690,5690,1536,0.0,4083.0,2419.751953125,2375.5
BSCRO582-24_r_1.3_s_50_BSCRO582-24,BSCRO582-24,10247935,162718,2105,1536,4.0,24470.0,13608.201171875,12985.0
BSCRO580-24_r_1_s_50_BSCRO580-24,BSCRO580-24,2691792,600,646,1533,0.0,143.0,56.720156555772995,55.0
BSCRO642-24_r_1_s_100_BSCRO642-24,BSCRO642-24,8556997,848,637,1533,0.0,104.0,77.45792563600783,81.0
BSCRO635-24_r_1_s_50_BSCRO635-24,BSCRO635-24,5512174,17882,1305,1536,1.0,3189.0,1126.0,993.5
BSCRO640-24_r_1.5_s_50_BSCRO640-24,BSCRO640-24,2235396,7517,278,1536,0.0,954.0,550.798828125,538.0
BSCRO647-24_r_1.5_s_100_BSCRO647-24,BSCRO647-24,6715303,223,1152,1551,0.0,69.0,18.344294003868473,15.0
BSCRO582-24_r_1_s_100_BSCRO582-24,BSCRO582-24,10247935,154352,2105,1536,4.0,25820.0,13498.07421875,12607.0
BSCRO664-24_r_1_s_100_BSCRO664-24,BSCRO664-24,7077985,765,2,1533,0.0,92.0,58.945205479452056,59.0
BSCRO622-24_r_1.5_s_100_BSCRO622-24,BSCRO622-24,7063246,412,380,1536,0.0,63.0,30.1015625,29.0
BSCRO656-24_r_1.5_s_50_BSCRO656-24,BSCRO656-24,10018978,308,59,1536,0.0,45.0,20.2421875,19.0
BSCRO572-24_r_1_s_50_BSCRO572-24,BSCRO572-24,9072512,656,549,1536,1.0,77.0,43.3828125,43.0
BSCRO597-24_r_1.5_s_50_BSCRO597-24,BSCRO597-24,9617720,330,15,1551,0.0,102.0,30.731141199226304,23.0
BSCRO663-24_r_1.3_s_50_BSCRO663-24,BSCRO663-24,7881669,2590,183,1533,82.0,256.0,155.14481409001957,151.0
BSCRO616-24_r_1.3_s_50_BSCRO616-24,BSCRO616-24,5823825,19540,412,1536,1.0,2192.0,1887.919921875,1914.0
BSCRO651-24_r_1.5_s_50_BSCRO651-24,BSCRO651-24,8452001,451,462,1536,9.0,61.0,29.287109375,29.0
BSCRO595-24_r_1_s_100_BSCRO595-24,BSCRO595-24,8596467,5624,63,1536,0.0,728.0,531.763671875,536.0
BSCRO662-24_r_1.5_s_100_BSCRO662-24,BSCRO662-24,6963852,272,409,1551,0.0,65.0,18.437137330754354,16.0
BSCRO593-24_r_1.5_s_50_BSCRO593-24,BSCRO593-24,9779416,13821,1402,1536,0.0,2141.0,1296.390625,1301.0
BSCRO626-24_r_1.5_s_50_BSCRO626-24,BSCRO626-24,8000350,1075,11,1533,0.0,137.0,80.7358121330724,83.0
BSCRO641-24_r_1_s_50_BSCRO641-24,BSCRO641-24,7382056,603,3,1521,0.0,67.0,46.260355029585796,46.0
BSCRO637-24_r_1_s_100_BSCRO637-24,BSCRO637-24,5785048,174,26,1533,0.0,37.0,11.129158512720156,10.0
BSCRO629-24_r_1_s_100_BSCRO629-24,BSCRO629-24,8447574,784,1900,1530,0.0,215.0,83.90980392156862,75.0
BSCRO654-24_r_1.3_s_100_BSCRO654-24,BSCRO654-24,6799098,451,41,1533,0.0,58.0,38.91585127201566,39.0
BSCRO573-24_r_1.3_s_50_BSCRO573-24,BSCRO573-24,6518165,189,2336,1533,0.0,33.0,10.83757338551859,9.0
BSCRO577-24_r_1_s_100_BSCRO577-24,BSCRO577-24,7970150,29182,5690,1536,0.0,4060.0,2858.779296875,2840.5
BGE00513-NC_r_1.5_s_100_BGE00513-NC,BGE00513-NC,6349877,275,1186,1539,0.0,147.0,23.746588693957115,6.0
BSCRO604-24_r_1.5_s_50_BSCRO604-24,BSCRO604-24,8697243,162,44,1551,0.0,47.0,12.671179883945841,10.0
BSCRO619-24_r_1.3_s_50_BSCRO619-24,BSCRO619-24,10573399,740,125,1533,0.0,115.0,68.56947162426614,69.0
BSCRO636-24_r_1_s_100_BSCRO636-24,BSCRO636-24,1231137,23829,169,1536,1.0,4163.0,1581.341796875,1247.5
BSCRO642-24_r_1.3_s_100_BSCRO642-24,BSCRO642-24,8556997,843,637,1533,0.0,104.0,77.16046966731898,81.0
BSCRO661-24_r_1.5_s_100_BSCRO661-24,BSCRO661-24,2144660,500,836,1530,0.0,137.0,37.674509803921566,32.0
BSCRO662-24_r_1_s_50_BSCRO662-24,BSCRO662-24,6963852,778,409,1551,0.0,86.0,46.646034816247585,47.0
BSCRO614-24_r_1.5_s_50_BSCRO614-24,BSCRO614-24,12316191,702,105,1551,0.0,174.0,63.59187620889749,51.0
BSCRO587-24_r_1.5_s_50_BSCRO587-24,BSCRO587-24,6487099,184,3672,1533,0.0,36.0,15.297455968688846,14.0
BSCRO571-24_r_1.3_s_50_BSCRO571-24,BSCRO571-24,5991997,487,2225,1533,0.0,131.0,41.945205479452056,32.0
BSCRO654-24_r_1.3_s_50_BSCRO654-24,BSCRO654-24,6799098,557,41,1533,0.0,65.0,41.771037181996086,41.0
BSCRO625-24_r_1.5_s_50_BSCRO625-24,BSCRO625-24,4837921,377,150,1533,0.0,47.0,23.307240704500977,24.0
BSCRO628-24_r_1.5_s_50_BSCRO628-24,BSCRO628-24,6102010,39147,1025,1536,0.0,5410.0,2712.09375,2554.0
BSCRO627-24_r_1_s_100_BSCRO627-24,BSCRO627-24,5780221,241,47,1533,0.0,39.0,20.066536203522507,19.0
BSCRO664-24_r_1_s_50_BSCRO664-24,BSCRO664-24,7077985,1088,2,1533,3.0,116.0,68.47945205479452,67.0
BSCRO661-24_r_1_s_100_BSCRO661-24,BSCRO661-24,2144660,993,836,1530,0.0,179.0,78.48627450980392,77.0
BSCRO609-24_r_1.5_s_100_BSCRO609-24,BSCRO609-24,3245783,32953,703,1536,1.0,5127.0,2869.759765625,2790.5
BSCRO574-24_r_1.5_s_50_BSCRO574-24,BSCRO574-24,5234038,961,1949,1533,0.0,161.0,75.88062622309198,68.0
BSCRO602-24_r_1.3_s_100_BSCRO602-24,BSCRO602-24,11350044,844,1185,1551,0.0,131.0,84.09864603481624,98.0
BSCRO592-24_r_1.5_s_100_BSCRO592-24,BSCRO592-24,8364023,105,1278,1551,0.0,31.0,10.456479690522244,10.0
BSCRO610-24_r_1.3_s_50_BSCRO610-24,BSCRO610-24,6461489,132584,21683,1536,6.0,15444.0,10168.564453125,9861.5
BSCRO599-24_r_1.5_s_100_BSCRO599-24,BSCRO599-24,231,0,0,1533,0,0,0,0
BSCRO587-24_r_1_s_50_BSCRO587-24,BSCRO587-24,6487099,528,3672,1533,6.0,77.0,39.81996086105675,40.0
BSCRO572-24_r_1.5_s_50_BSCRO572-24,BSCRO572-24,9072512,474,549,1536,1.0,65.0,35.142578125,37.0
BSCRO599-24_r_1.5_s_50_BSCRO599-24,BSCRO599-24,231,0,0,1533,0,0,0,0
